Prolific ID,ProificId,NumUserCommentsCreated,NumActorPostsLiked,NumActorPostsShared,NumActorCommentsLiked,UserPostsCreated,UserCommentsCreated,ActorPostsLiked(ImageName),ActorPostsLiked(PostID),ActorPostsShared(ImageName),ActorPostsShared(PostID),ActorCommentsLiked,TimeOnSite,"TimeSpentEachPost(ImageName,Time)","TimeSpentEachPost(PostID,Time)",PostLookup(PostID=ImageName),PageLog
,6993773d709bc3e2525e1a14,0,6,0,0,,,"t29con-real.jpg,t11con-real.jpg,t28con-real.jpg,t03con-real.jpg,t10con-real.jpg,t22con-real.jpg","63,10,27,9,8,21",,,,180983,"[t30con-real.jpg,9041];[t02con-real.jpg,5148];[t15con-real.jpg,6998];[t21con-real.jpg,5489];[t05con-real.jpg,9300];[t09con-real.jpg,3183];[t29con-real.jpg,12950];[t13con-real.jpg,7144];[t11con-real.jpg,15931];[t04con-real.jpg,4267];[t14con-real.jpg,7566];[t20con-real.jpg,3750];[t06con-real.jpg,6817];[t27con-real.jpg,3248];[t26con-real.jpg,7383];[t19con-real.jpg,8650];[t28con-real.jpg,8017];[t17con-real.jpg,3083];[t03con-real.jpg,6700];[t01con-real.jpg,1883];[t08con-real.jpg,3998];[t10con-real.jpg,0];[t10con-real.jpg,11868];[t22con-real.jpg,7682];[t12con-real.jpg,2684];[t16con-real.jpg,2782];[t23con-real.jpg,7775]","[64,9041];[1,5148];[14,6998];[20,5489];[3,9300];[7,3183];[63,12950];[12,7144];[10,15931];[2,4267];[13,7566];[19,3750];[4,6817];[26,3248];[25,7383];[18,8650];[27,8017];[16,3083];[9,6700];[0,1883];[6,3998];[8,0];[8,11868];[21,7682];[11,2684];[15,2782];[22,7775]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;3=t05con-real.jpg;7=t09con-real.jpg;63=t29con-real.jpg;12=t13con-real.jpg;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;26=t27con-real.jpg;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;9=t03con-real.jpg;0=t01con-real.jpg;6=t08con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,6a077d85c04de22752948ad9,0,10,2,0,,,"t02lib-real.jpg,t21lib-real.jpg,t05lib-ai.png,t13lib-ai.png,t19lib-real.jpg,t01lib-real.jpg,t22lib-real.jpg,t12lib-real.jpg,t16lib-real.jpg,t23lib-real.jpg","1,20,38,47,18,0,21,11,15,22","t04lib-real.jpg,t01lib-real.jpg","2,0",,237031,"[t30lib-real.jpg,8482];[t02lib-real.jpg,3984];[t15lib-real.jpg,2849];[t21lib-real.jpg,6184];[t05lib-ai.png,9681];[t09lib-real.jpg,4633];[t29lib-real.jpg,2232];[t13lib-ai.png,3489];[t11lib-real.jpg,7084];[t04lib-real.jpg,6712];[t14lib-real.jpg,13616];[t20lib-real.jpg,2951];[t06lib-real.jpg,3083];[t27lib-ai.png,5318];[t26lib-real.jpg,7284];[t19lib-real.jpg,2534];[t28lib-real.jpg,4731];[t01lib-real.jpg,4132];[t17lib-real.jpg,2601];[t03lib-real.jpg,18800];[t08lib-real.jpg,2001];[t10lib-real.jpg,6085];[t22lib-real.jpg,3715];[t12lib-real.jpg,25517];[t16lib-real.jpg,6333];[t23lib-real.jpg,22472]","[31,8482];[1,3984];[14,2849];[20,6184];[38,9681];[7,4633];[29,2232];[47,3489];[10,7084];[2,6712];[13,13616];[19,2951];[4,3083];[61,5318];[25,7284];[18,2534];[27,4731];[0,4132];[16,2601];[9,18800];[6,2001];[8,6085];[21,3715];[11,25517];[15,6333];[22,22472]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;10=t11lib-real.jpg;2=t04lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;0=t01lib-real.jpg;16=t17lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;8=t10lib-real.jpg;21=t22lib-real.jpg;11=t12lib-real.jpg;15=t16lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,69f518db6d737fb7d7801c0d,5,5,1,0,,"The sign on the right is so obvious AI it hurts., on Post t05lib-ai.png (PostID 38), on Day 1
more AI slop, on Post t11lib-ai.png (PostID 45), on Day 1
how big was this survey size?, on Post t14lib-real.jpg (PostID 13), on Day 1
her hand isn't even holding the sign wtf, on Post t27lib-ai.png (PostID 61), on Day 1
ceasffre...?, on Post t16lib-ai.png (PostID 50), on Day 1
","t30lib-ai.png,t21lib-real.jpg,t29lib-real.jpg,t26lib-real.jpg,t10lib-ai.png","64,20,29,25,43",t21lib-real.jpg,20,,324857,"[t30lib-ai.png,16000];[t02lib-real.jpg,7466];[t15lib-real.jpg,4998];[t21lib-real.jpg,10278];[t05lib-ai.png,60881];[t09lib-real.jpg,13234];[t29lib-real.jpg,8368];[t13lib-ai.png,7681];[t11lib-ai.png,17378];[t04lib-real.jpg,6452];[t20lib-ai.png,4089];[t06lib-real.jpg,8856];[t14lib-real.jpg,33082];[t27lib-ai.png,24183];[t26lib-real.jpg,8550];[t19lib-real.jpg,7249];[t28lib-real.jpg,8048];[t17lib-real.jpg,16964];[t01lib-ai.png,4885];[t03lib-real.jpg,3398];[t08lib-real.jpg,3515];[t10lib-ai.png,13733];[t12lib-real.jpg,0];[t12lib-real.jpg,3813];[t16lib-ai.png,22431];[t23lib-real.jpg,7606];[t22lib-ai.png,5882]","[64,16000];[1,7466];[14,4998];[20,10278];[38,60881];[7,13234];[29,8368];[47,7681];[45,17378];[2,6452];[54,4089];[4,8856];[13,33082];[61,24183];[25,8550];[18,7249];[27,8048];[16,16964];[35,4885];[9,3398];[6,3515];[43,13733];[11,0];[11,3813];[50,22431];[22,7606];[56,5882]",64=t30lib-ai.png;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;54=t20lib-ai.png;4=t06lib-real.jpg;13=t14lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;35=t01lib-ai.png;9=t03lib-real.jpg;6=t08lib-real.jpg;43=t10lib-ai.png;11=t12lib-real.jpg;50=t16lib-ai.png;22=t23lib-real.jpg;56=t22lib-ai.png,/newsfeed/condition/
,69f3cb73d6c23ca64cf10748,0,7,0,0,,,"t02lib-real.jpg,t21lib-real.jpg,t04lib-real.jpg,t28lib-real.jpg,t19lib-real.jpg,t03lib-real.jpg,t12lib-real.jpg","1,20,2,27,18,9,11",,,,0,"[t30lib-ai.png,12829];[t02lib-real.jpg,52294];[t15lib-real.jpg,6336];[t21lib-real.jpg,7602];[t05lib-ai.png,9523];[t09lib-real.jpg,11295];[t29lib-real.jpg,3505];[t13lib-ai.png,21170];[t11lib-ai.png,4445];[t04lib-real.jpg,18222];[t14lib-real.jpg,11627];[t20lib-ai.png,9261];[t06lib-real.jpg,5042];[t27lib-ai.png,5469];[t26lib-real.jpg,8261];[t28lib-real.jpg,10054];[t19lib-real.jpg,8776];[t01lib-ai.png,3670];[t08lib-real.jpg,6609];[t10lib-ai.png,10085];[t17lib-real.jpg,3752];[t22lib-ai.png,8706];[t16lib-ai.png,10206];[t03lib-real.jpg,5106];[t23lib-real.jpg,5122];[t12lib-real.jpg,5854]","[64,12829];[1,52294];[14,6336];[20,7602];[38,9523];[7,11295];[29,3505];[47,21170];[45,4445];[2,18222];[13,11627];[54,9261];[4,5042];[61,5469];[25,8261];[27,10054];[18,8776];[35,3670];[6,6609];[43,10085];[16,3752];[56,8706];[50,10206];[9,5106];[22,5122];[11,5854]",64=t30lib-ai.png;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;13=t14lib-real.jpg;54=t20lib-ai.png;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;27=t28lib-real.jpg;18=t19lib-real.jpg;35=t01lib-ai.png;6=t08lib-real.jpg;43=t10lib-ai.png;16=t17lib-real.jpg;56=t22lib-ai.png;50=t16lib-ai.png;9=t03lib-real.jpg;22=t23lib-real.jpg;11=t12lib-real.jpg,/newsfeed/condition/
,6448503fab8d495eb76b51b0,3,9,0,0,,"I agree, on Post t09con-real.jpg (PostID 7), on Day 1
After covid, nobody trusts them, on Post t14con-real.jpg (PostID 13), on Day 1
two actors, on Post t17con-real.jpg (PostID 16), on Day 1
","t02con-real.jpg,t09con-real.jpg,t13con-ai.png,t14con-real.jpg,t27con-ai.png,t26con-real.jpg,t10con-ai.png,t12con-real.jpg,t22con-ai.png","1,7,40,13,54,25,36,11,49",,,,195426,"[t30con-ai.png,7517];[t02con-real.jpg,3697];[t15con-real.jpg,6816];[t21con-real.jpg,6029];[t05con-ai.png,5710];[t09con-real.jpg,11257];[t29con-real.jpg,5012];[t13con-ai.png,10523];[t11con-ai.png,4863];[t04con-real.jpg,3197];[t14con-real.jpg,18184];[t20con-ai.png,2881];[t06con-real.jpg,3116];[t27con-ai.png,3413];[t26con-real.jpg,5463];[t17con-real.jpg,12325];[t19con-real.jpg,8577];[t01con-ai.png,2382];[t08con-real.jpg,2982];[t10con-ai.png,7061];[t03con-real.jpg,1798];[t12con-real.jpg,6327];[t16con-ai.png,6075];[t22con-ai.png,2464];[t23con-real.jpg,6089]","[64,7517];[1,3697];[14,6816];[20,6029];[31,5710];[7,11257];[63,5012];[40,10523];[38,4863];[2,3197];[13,18184];[47,2881];[4,3116];[54,3413];[25,5463];[16,12325];[18,8577];[28,2382];[6,2982];[36,7061];[9,1798];[11,6327];[43,6075];[49,2464];[22,6089]",64=t30con-ai.png;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;2=t04con-real.jpg;13=t14con-real.jpg;47=t20con-ai.png;4=t06con-real.jpg;54=t27con-ai.png;25=t26con-real.jpg;16=t17con-real.jpg;18=t19con-real.jpg;28=t01con-ai.png;6=t08con-real.jpg;36=t10con-ai.png;9=t03con-real.jpg;11=t12con-real.jpg;43=t16con-ai.png;49=t22con-ai.png;22=t23con-real.jpg,/newsfeed/condition/
,69fb8c8d72c99d23bd795671,0,0,0,0,,,,,,,,0,,,,
,5af1c4dfaec2b600010a96c9,5,12,0,0,,"This is awesome!!!, on Post t05con-ai.png (PostID 31), on Day 1
Amen, on Post t09con-ai.png (PostID 35), on Day 1
Its their own doing!!!, on Post t14con-ai.png (PostID 41), on Day 1
Go Go GO, on Post t08con-ai.png (PostID 34), on Day 1
What in the AI is this, on Post t22con-ai.png (PostID 49), on Day 1
","t02con-ai.png,t05con-ai.png,t09con-ai.png,t13con-ai.png,t04con-real.jpg,t14con-ai.png,t20con-ai.png,t03con-real.jpg,t10con-ai.png,t08con-ai.png,t12con-real.jpg,t16con-ai.png","29,31,35,40,2,41,47,9,36,34,11,43",,,,263304,"[t30con-ai.png,18238];[t02con-ai.png,25503];[t15con-real.jpg,11699];[t21con-ai.png,11750];[t05con-ai.png,17155];[t09con-ai.png,19464];[t29con-real.jpg,15976];[t13con-ai.png,19758];[t04con-real.jpg,17837];[t11con-ai.png,15322];[t14con-ai.png,30727];[t20con-ai.png,7126];[t06con-ai.png,22372];[t26con-ai.png,12252];[t27con-ai.png,5921];[t17con-ai.png,5183];[t28con-ai.png,13522];[t03con-real.jpg,22992];[t01con-ai.png,6553];[t19con-ai.png,10822];[t10con-ai.png,15990];[t08con-ai.png,24878];[t22con-ai.png,22076];[t12con-real.jpg,13446];[t16con-ai.png,11145];[t23con-ai.png,6054]","[64,18238];[29,25503];[14,11699];[48,11750];[31,17155];[35,19464];[63,15976];[40,19758];[2,17837];[38,15322];[41,30727];[47,7126];[32,22372];[53,12252];[54,5921];[44,5183];[55,13522];[9,22992];[28,6553];[46,10822];[36,15990];[34,24878];[49,22076];[11,13446];[43,11145];[50,6054]",64=t30con-ai.png;29=t02con-ai.png;14=t15con-real.jpg;48=t21con-ai.png;31=t05con-ai.png;35=t09con-ai.png;63=t29con-real.jpg;40=t13con-ai.png;2=t04con-real.jpg;38=t11con-ai.png;41=t14con-ai.png;47=t20con-ai.png;32=t06con-ai.png;53=t26con-ai.png;54=t27con-ai.png;44=t17con-ai.png;55=t28con-ai.png;9=t03con-real.jpg;28=t01con-ai.png;46=t19con-ai.png;36=t10con-ai.png;34=t08con-ai.png;49=t22con-ai.png;11=t12con-real.jpg;43=t16con-ai.png;50=t23con-ai.png,/newsfeed/condition/
,69f84a1d3e029f3c32ce3818,0,1,0,0,,,t12con-real.jpg,11,,,,80233,"[t30con-real.jpg,11679];[t02con-real.jpg,3385];[t15con-real.jpg,3836];[t21con-real.jpg,3535];[t05con-ai.png,4434];[t09con-real.jpg,6016];[t29con-real.jpg,5150];[t13con-ai.png,10037];[t10con-real.jpg,5325];[t22con-real.jpg,6637];[t12con-real.jpg,7573];[t23con-real.jpg,7779]","[64,11679];[1,3385];[14,3836];[20,3535];[31,4434];[7,6016];[63,5150];[40,10037];[8,5325];[21,6637];[11,7573];[22,7779]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,73y849jM7Q883Ej5G2890z8T,0,0,0,0,,,,,,,,0,,,,
,69ff30969a81b27297085a8c,0,1,0,0,,,t19con-real.jpg,18,,,,194852,"[t30con-real.jpg,12609];[t02con-real.jpg,2800];[t15con-real.jpg,13265];[t21con-real.jpg,4632];[t05con-real.jpg,7532];[t09con-real.jpg,3000];[t29con-real.jpg,9832];[t13con-real.jpg,6181];[t11con-real.jpg,14432];[t04con-real.jpg,11198];[t14con-real.jpg,5814];[t20con-real.jpg,3467];[t06con-real.jpg,2149];[t26con-real.jpg,3017];[t19con-real.jpg,3917];[t17con-real.jpg,7849];[t28con-real.jpg,9048];[t01con-real.jpg,7449];[t03con-real.jpg,12965];[t08con-real.jpg,3700];[t22con-real.jpg,5350];[t10con-real.jpg,4483];[t12con-real.jpg,1517];[t16con-real.jpg,10233];[t23con-real.jpg,11687]","[64,12609];[1,2800];[14,13265];[20,4632];[3,7532];[7,3000];[63,9832];[12,6181];[10,14432];[2,11198];[13,5814];[19,3467];[4,2149];[25,3017];[18,3917];[16,7849];[27,9048];[0,7449];[9,12965];[6,3700];[21,5350];[8,4483];[11,1517];[15,10233];[22,11687]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;3=t05con-real.jpg;7=t09con-real.jpg;63=t29con-real.jpg;12=t13con-real.jpg;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;25=t26con-real.jpg;18=t19con-real.jpg;16=t17con-real.jpg;27=t28con-real.jpg;0=t01con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;21=t22con-real.jpg;8=t10con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,7Ry8o9jMTQw8R615428p01a5,0,0,0,0,,,,,,,,0,,,,
,5c2c62542c45d400014a32e6,0,6,2,0,,,"t02lib-ai.png,t15lib-real.jpg,t13lib-ai.png,t11lib-ai.png,t19lib-ai.png,t12lib-real.jpg","36,14,47,45,53,11","t15lib-real.jpg,t23lib-ai.png","14,57",,114172,"[t30lib-ai.png,6198];[t02lib-ai.png,2500];[t15lib-real.jpg,3196];[t21lib-ai.png,11872];[t09lib-ai.png,1791];[t29lib-real.jpg,2596];[t13lib-ai.png,3522];[t11lib-ai.png,7163];[t04lib-real.jpg,5914];[t14lib-ai.png,6650];[t19lib-ai.png,3748];[t26lib-ai.png,1575];[t12lib-real.jpg,3626];[t16lib-ai.png,4599];[t23lib-ai.png,13628]","[64,6198];[36,2500];[14,3196];[55,11872];[42,1791];[29,2596];[47,3522];[45,7163];[2,5914];[48,6650];[53,3748];[60,1575];[11,3626];[50,4599];[57,13628]",64=t30lib-ai.png;36=t02lib-ai.png;14=t15lib-real.jpg;55=t21lib-ai.png;42=t09lib-ai.png;29=t29lib-real.jpg;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;48=t14lib-ai.png;53=t19lib-ai.png;60=t26lib-ai.png;11=t12lib-real.jpg;50=t16lib-ai.png;57=t23lib-ai.png,/newsfeed/condition/
,69fd3ebf202c5ed4c763ca33,0,1,0,0,,,t21lib-ai.png,55,,,,146227,"[t30lib-ai.png,8953];[t02lib-ai.png,4032];[t15lib-real.jpg,7096];[t21lib-ai.png,16031];[t05lib-ai.png,4533];[t09lib-ai.png,15747];[t29lib-real.jpg,7082];[t13lib-ai.png,7766];[t11lib-ai.png,5414];[t04lib-real.jpg,2748];[t14lib-ai.png,2218];[t20lib-ai.png,9680];[t06lib-ai.png,3015];[t26lib-ai.png,3163];[t27lib-ai.png,2613];[t19lib-ai.png,2450];[t17lib-ai.png,7227];[t01lib-ai.png,2422];[t28lib-ai.png,7699];[t08lib-ai.png,2866];[t03lib-real.jpg,2223];[t22lib-ai.png,6349];[t10lib-ai.png,1897];[t16lib-ai.png,1566];[t23lib-ai.png,5069];[t12lib-real.jpg,7398]","[64,8953];[36,4032];[14,7096];[55,16031];[38,4533];[42,15747];[29,7082];[47,7766];[45,5414];[2,2748];[48,2218];[54,9680];[39,3015];[60,3163];[61,2613];[53,2450];[51,7227];[35,2422];[62,7699];[41,2866];[9,2223];[56,6349];[43,1897];[50,1566];[57,5069];[11,7398]",64=t30lib-ai.png;36=t02lib-ai.png;14=t15lib-real.jpg;55=t21lib-ai.png;38=t05lib-ai.png;42=t09lib-ai.png;29=t29lib-real.jpg;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;48=t14lib-ai.png;54=t20lib-ai.png;39=t06lib-ai.png;60=t26lib-ai.png;61=t27lib-ai.png;53=t19lib-ai.png;51=t17lib-ai.png;35=t01lib-ai.png;62=t28lib-ai.png;41=t08lib-ai.png;9=t03lib-real.jpg;56=t22lib-ai.png;43=t10lib-ai.png;50=t16lib-ai.png;57=t23lib-ai.png;11=t12lib-real.jpg,/newsfeed/condition/
,7R8I49787Q88R615428p01a5,0,0,0,0,,,,,,,,0,,,,
,6941dcdd60e47496c3097b02,0,0,0,0,,,,,,,,84368,"[t30con-ai.png,12099];[t02con-real.jpg,6168];[t15con-real.jpg,4516];[t21con-real.jpg,6498];[t05con-ai.png,2333];[t29con-real.jpg,2767];[t13con-ai.png,2885];[t11con-ai.png,3666];[t04con-real.jpg,1651];[t14con-real.jpg,2401];[t06con-real.jpg,1868];[t27con-ai.png,1682];[t26con-real.jpg,1766];[t10con-ai.png,3117];[t22con-ai.png,3133];[t16con-ai.png,1584];[t23con-real.jpg,4524]","[64,12099];[1,6168];[14,4516];[20,6498];[31,2333];[63,2767];[40,2885];[38,3666];[2,1651];[13,2401];[4,1868];[54,1682];[25,1766];[36,3117];[49,3133];[43,1584];[22,4524]",64=t30con-ai.png;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;63=t29con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;2=t04con-real.jpg;13=t14con-real.jpg;4=t06con-real.jpg;54=t27con-ai.png;25=t26con-real.jpg;36=t10con-ai.png;49=t22con-ai.png;43=t16con-ai.png;22=t23con-real.jpg,/newsfeed/condition/
,69f27611bd86f7418fba0854,0,18,0,0,,,"t30con-real.jpg,t02con-real.jpg,t15con-real.jpg,t05con-ai.png,t13con-ai.png,t11con-real.jpg,t04con-real.jpg,t14con-real.jpg,t20con-real.jpg,t27con-ai.png,t19con-real.jpg,t28con-real.jpg,t01con-real.jpg,t03con-real.jpg,t08con-real.jpg,t10con-real.jpg,t22con-real.jpg,t16con-real.jpg","64,1,14,31,40,10,2,13,19,54,18,27,0,9,6,8,21,15",,,,188409,"[t30con-real.jpg,13826];[t02con-real.jpg,16538];[t15con-real.jpg,0];[t15con-real.jpg,4493];[t21con-real.jpg,12203];[t05con-ai.png,5766];[t09con-real.jpg,6955];[t29con-real.jpg,7233];[t13con-ai.png,7408];[t11con-real.jpg,11467];[t04con-real.jpg,10966];[t14con-real.jpg,8822];[t20con-real.jpg,7563];[t06con-real.jpg,9420];[t26con-real.jpg,7498];[t27con-ai.png,5597];[t19con-real.jpg,38631];[t28con-real.jpg,19116];[t17con-real.jpg,8020];[t01con-real.jpg,9020];[t03con-real.jpg,15854];[t08con-real.jpg,8742];[t10con-real.jpg,5225];[t22con-real.jpg,9434];[t16con-real.jpg,7759];[t23con-real.jpg,5907];[t12con-real.jpg,11860]","[64,13826];[1,16538];[14,0];[14,4493];[20,12203];[31,5766];[7,6955];[63,7233];[40,7408];[10,11467];[2,10966];[13,8822];[19,7563];[4,9420];[25,7498];[54,5597];[18,38631];[27,19116];[16,8020];[0,9020];[9,15854];[6,8742];[8,5225];[21,9434];[15,7759];[22,5907];[11,11860]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;25=t26con-real.jpg;54=t27con-ai.png;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;0=t01con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg;11=t12con-real.jpg,/newsfeed/condition/
,6a04de583d6a74601dbe3aaf,2,5,0,0,,"Abgrtion access?? TRANS GRGHTS lmao, on Post t05lib-ai.png (PostID 38), on Day 1
My man has 6 fingers! Good message though., on Post t13lib-ai.png (PostID 47), on Day 1
","t02lib-real.jpg,t09lib-real.jpg,t13lib-ai.png,t04lib-real.jpg,t01lib-real.jpg","1,7,47,2,0",,,,515203,"[t30lib-real.jpg,11632];[t02lib-real.jpg,44007];[t15lib-real.jpg,28708];[t21lib-real.jpg,62868];[t05lib-ai.png,71965];[t09lib-real.jpg,45681];[t29lib-real.jpg,20401];[t13lib-ai.png,54189];[t04lib-real.jpg,10822];[t11lib-real.jpg,32694];[t14lib-real.jpg,35081];[t20lib-real.jpg,9027];[t27lib-ai.png,27943];[t19lib-real.jpg,6239];[t28lib-real.jpg,7107];[t06lib-real.jpg,22213];[t01lib-real.jpg,15347];[t26lib-real.jpg,9423];[t08lib-real.jpg,14814];[t17lib-real.jpg,16494];[t10lib-real.jpg,13800];[t03lib-real.jpg,8668];[t22lib-real.jpg,10841];[t12lib-real.jpg,14823];[t23lib-real.jpg,122367];[t16lib-real.jpg,135034]","[31,11632];[1,44007];[14,28708];[20,62868];[38,71965];[7,45681];[29,20401];[47,54189];[2,10822];[10,32694];[13,35081];[19,9027];[61,27943];[18,6239];[27,7107];[4,22213];[0,15347];[25,9423];[6,14814];[16,16494];[8,13800];[9,8668];[21,10841];[11,14823];[22,122367];[15,135034]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;2=t04lib-real.jpg;10=t11lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;61=t27lib-ai.png;18=t19lib-real.jpg;27=t28lib-real.jpg;4=t06lib-real.jpg;0=t01lib-real.jpg;25=t26lib-real.jpg;6=t08lib-real.jpg;16=t17lib-real.jpg;8=t10lib-real.jpg;9=t03lib-real.jpg;21=t22lib-real.jpg;11=t12lib-real.jpg;22=t23lib-real.jpg;15=t16lib-real.jpg,/newsfeed/condition/
,6656a2e168e006e7d7f7e537,0,0,0,0,,,,,,,,135215,"[t30con-real.jpg,6125];[t02con-real.jpg,2090];[t15con-real.jpg,1791];[t05con-real.jpg,15298];[t09con-real.jpg,4009];[t29con-real.jpg,4449];[t13con-real.jpg,7098];[t11con-real.jpg,10850];[t04con-real.jpg,14480];[t14con-real.jpg,6501];[t06con-real.jpg,4471];[t20con-real.jpg,5580];[t27con-real.jpg,7631];[t19con-real.jpg,6309];[t26con-real.jpg,5129];[t01con-real.jpg,7931];[t28con-real.jpg,2999];[t03con-real.jpg,7810];[t08con-real.jpg,2319];[t17con-real.jpg,8520];[t10con-real.jpg,3030];[t22con-real.jpg,6344];[t16con-real.jpg,2183];[t23con-real.jpg,4244];[t12con-real.jpg,3970]","[64,6125];[1,2090];[14,1791];[3,15298];[7,4009];[63,4449];[12,7098];[10,10850];[2,14480];[13,6501];[4,4471];[19,5580];[26,7631];[18,6309];[25,5129];[0,7931];[27,2999];[9,7810];[6,2319];[16,8520];[8,3030];[21,6344];[15,2183];[22,4244];[11,3970]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;3=t05con-real.jpg;7=t09con-real.jpg;63=t29con-real.jpg;12=t13con-real.jpg;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;4=t06con-real.jpg;19=t20con-real.jpg;26=t27con-real.jpg;18=t19con-real.jpg;25=t26con-real.jpg;0=t01con-real.jpg;27=t28con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;16=t17con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg;11=t12con-real.jpg,/newsfeed/condition/
